cal_file,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
Report_RT-R_221.pdf,1975-12-04,Park,,90,Goerz,Aerotar,774557,210.074,222.801,222.867,,,-111.41,-0.01,111.391,-0.01,-0.01,111.469,-0.037,-111.398,,,,,,,,
Report_RT-R_222.pdf,1975-12-04,Wild Heerbrugg,RC8,931,Wild,Universal Aviogon,UAg415,152.769,220.014,220.01,299.823,299.819,-110.006,0.003,109.998,0.007,0.004,110.011,-0.008,-109.999,-106.01,-105.999,105.996,106.008,-106.005,106.01,105.994,-105.999
Report_RT-R_223.pdf,1975-12-05,Zeiss,RMK A 21/23,20203,Zeiss,Toparon,98303,208.321,225.961,225.957,294.047,294.124,-113.008,-0.027,112.954,-0.009,-0.047,112.973,0.051,-112.984,-103.938,-104.012,103.919,103.977,-104.016,103.936,103.989,-104.012
Report_RT-R_225.pdf,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0.0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
Report_RT-R_226.pdf,1976-01-05,Wild Heerbrugg,RC8,693,Wild,Universal Aviogon,UAg270,152.414,,,299.835,299.818,,,,,,,,,-106.002,-105.998,106.026,106.006,-105.99,106.006,106.013,-105.998
Report_RT-R_228.pdf,1976-01-08,Fairchild,T-12,,Goerz,Planigon,524,151.369,220.13,219.719,299.727,299.598,-109.66,-0.282,110.469,0.282,-0.275,110.051,0.293,-109.667,-105.577,-105.853,106.099,106.349,-105.984,105.727,106.132,-105.853
Report_RT-R_23.pdf,1973-10-02,Wild Heerbrugg,RC8,595,Wild,Universal Aviogon,UAg253,152.42,,,299.822,299.822,,,,,,,,,,,,,,,,
Report_RT-R_230.pdf,1976-01-19,Wild Heerbrugg,RC8,1045,Wild,Universal Aviogon,UAg430,152.355,219.98,220.001,299.8,299.818,-109.992,-0.002,109.988,-0.01,0.0,109.998,0.006,-110.003,-105.997,-105.997,105.996,105.99,-106.006,105.999,106.004,-105.997
Report_RT-R_231.pdf,1976-01-22,Wild Heerbrugg,RC8,438,Wild,Aviogon,Ag118,152.228,,,299.832,299.84,,,,,,,,,-105.998,-105.991,106.017,106.021,-106.004,106.018,106.024,-105.991
Report_RT-R_232.pdf,1976-01-30,Fairchild,T-12,,Goerz,Planigon,342/294,151.294,219.966,220.487,300.063,300.153,-109.678,0.01,110.288,-0.007,0.007,110.165,0.002,-110.322,-105.9,-106.046,106.113,106.294,-106.183,106.031,106.22,-106.046
Report_RT-R_233.pdf,1976-02-03,Wild Heerbrugg,RC10,1945,Wild,Universal Aviogon I,UAgI6020,152.872,220.013,220.005,299.819,299.807,-110.006,0.007,110.007,0.007,0.01,110.009,0.0,-109.996,-105.997,-105.996,106.011,106.004,-105.988,106.007,106.0,-105.996
Report_RT-R_236.pdf,1976-02-10,Park,,54,Bausch and Lomb,Cartogon II,JZ1492,152.935,223.313,223.398,,,-111.517,0.002,111.796,0.002,0.034,111.509,-0.044,-111.889,,,,,,,,
Report_RT-R_237.pdf,1976-02-11,Wild Heerbrugg,RC8,443,Wild,Aviogon,Ag167,152.252,,,299.835,299.819,,,,,,,,,-106.01,-106.009,105.994,106.017,-106.003,105.991,106.005,-106.009
Report_RT-R_238.pdf,1976-02-19,Wild Heerbrugg,RC8,604,Wild,Universal Aviogon,UAg260,152.063,,,299.817,299.826,,,,,,,,,-106.014,-106.0,105.994,105.999,-106.009,106.018,105.992,-106.0
Report_RT-R_24.pdf,1973-10-02,Fairchild,T-12,52-037,Goerz,Planigon,269,151.36,238.39,234.9,328.568,328.595,,,,,,,,,,,,,,,,
Report_RT-R_241.pdf,1976-03-12,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.471,225.996,225.966,295.545,295.452,-113.01,0.021,112.987,-0.022,0.004,112.977,-0.032,-112.989,-104.55,-104.407,104.575,104.431,-104.487,104.669,104.269,-104.407
Report_RT-R_242.pdf,1976-03-16,Fairchild,T-12,63-083,Goerz,Planigon,282/606,151.699,238.101,234.978,,,-120.49,0.007,117.61,0.007,-0.018,117.541,0.003,-117.437,,,,,,,,
Report_RT-R_243.pdf,1976-03-17,Zeiss,RMK A 15/23,124229,Zeiss,Pleogon A4,124278,152.999,226.008,226.006,294.006,294.021,-113.0,-0.016,113.009,0.008,-0.014,112.997,0.009,-113.009,-103.934,-103.956,103.938,103.96,-103.963,103.937,103.953,-103.956
Report_RT-R_246.pdf,1976-03-25,Zeiss,RMK A 15/23,111709,Zeiss,Pleogon A2,112681,153.236,226.011,226.007,294.08,294.11,-113.012,0.012,112.999,0.017,-0.006,113.015,0.003,-112.992,-103.959,-103.962,103.974,103.998,-104.008,103.996,103.97,-103.962
Report_RT-R_247.pdf,1976-03-31,Zeiss,RMK A 15/23,21229,Zeiss,Pleogon A,98196,152.576,225.998,225.984,294.051,294.091,-113.011,0.01,112.988,0.02,-0.01,113.005,-0.009,-112.979,-103.959,-103.96,103.939,103.993,-103.992,103.989,103.967,-103.96
Report_RT-R_248.pdf,1976-04-05,Wild Heerbrugg,RC8,594,Wild,Universal Aviogon,UAg256,152.091,,,299.79,299.817,,,,,,,,,-105.986,-106.004,105.983,105.994,-106.017,105.983,106.002,-106.004
Report_RT-R_249.pdf,1976-04-09,Zeiss,RMK A 15/23,116211,Zeiss,Pleogon A4,118960,153.225,226.004,226.005,296.989,296.993,-113.009,-0.006,112.995,-0.001,-0.007,112.997,0.001,-113.008,-105.005,-105.006,105.002,104.993,-105.01,104.998,104.997,-105.006
Report_RT-R_25.pdf,1973-10-03,Fairchild,KC-1,53-066,Bausch and Lomb,Planigon,XF6808,152.59,238.031,235.076,,,,,,,,,,,,,,,,,,
Report_RT-R_252.pdf,1976-05-11,Fairchild,T-12,54-007,Bausch and Lomb,Planigon,XF6745,151.663,237.91,234.942,,,-120.434,0.006,117.476,0.006,0.017,117.573,0.018,-117.369,,,,,,,,
Report_RT-R_254.pdf,1976-05-18,Fairchild,T-12,52-037,Goerz,Planigon,569/250,151.346,238.368,234.909,328.534,328.579,-120.803,-0.107,117.565,0.097,-0.088,117.249,0.115,-117.66,-116.146,-116.26,116.072,116.139,-113.063,116.026,116.332,-116.26
Report_RT-R_257.pdf,1976-06-14,Fairchild,KC-8,3,Goerz,Planigon,121,151.82,238.366,235.541,,,-120.671,0.026,117.695,0.026,-0.016,117.838,-0.001,-117.703,,,,,,,,
Report_RT-R_258.pdf,1976-06-22,Wild Heerbrugg,RC8,729,Wild,Universal Aviogon,UAg312,153.0,,,299.812,299.825,,,,,,,,,-105.986,-106.009,106.001,106.002,-106.015,105.986,106.007,-106.009
Report_RT-R_259.pdf,1976-06-24,Fairchild,T-11,54-401,Bausch and Lomb,Metrogon,DF5317,153.56,237.855,234.936,,,-120.463,0.006,117.392,0.006,0.009,117.505,-0.002,-117.431,,,,,,,,
Report_RT-R_26.pdf,1973-10-09,Wild Heerbrugg,RC10,1384,Wild,Universal Aviogon,UAgII3026,153.05,219.981,220.004,299.816,299.83,,,,,,,,,,,,,,,,
Report_RT-R_260.pdf,1976-07-07,Fairchild,KC-1B,53-118,Goerz,Planigon,247,151.854,238.052,234.811,,,-120.754,-0.001,117.298,-0.001,-0.008,117.424,-0.006,-117.387,,,,,,,,
Report_RT-R_262.pdf,1976-07-27,Wild Heerbrugg,RC8,595,Wild,Universal Aviogon,UAg253,152.412,,,299.814,299.822,,,,,,,,,-105.994,-106.01,106.006,105.991,-106.003,105.992,106.009,-106.01
Report_RT-R_264.pdf,1976-09-03,Wild Heerbrugg,RC10,1268,Wild,Universal Aviogon,UAg1018,151.693,220.022,220.0,299.809,299.822,-110.014,-0.024,110.008,0.0,-0.009,109.989,0.001,-110.011,-105.995,-106.01,106.0,105.989,-106.009,105.989,106.005,-106.01
Report_RT-R_266.pdf,1976-08-31,Zeiss,RMK A 15/23,21175,Zeiss,Pleogon A,98155,152.615,225.995,226.001,293.977,293.998,-112.987,0.025,113.008,0.0,0.014,113.012,0.025,-112.99,-103.935,-103.934,103.937,103.941,-103.948,103.943,103.951,-103.934
Report_RT-R_267.pdf,1976-09-03,Wild Heerbrugg,RC8,1058,Wild,Universal Aviogon,UAg438,152.289,,,299.799,299.815,,,,,,,,,-105.989,-106.004,105.993,105.994,-106.001,105.994,106.003,-106.004
Report_RT-R_27.pdf,1973-10-10,Fairchild,KC-1,31,Goerz,Planigon,585,151.98,237.754,235.226,,,,,,,,,,,,,,,,,,
Report_RT-R_270.pdf,1976-09-22,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.461,225.979,225.972,295.509,295.49,-113.002,-0.018,112.977,0.001,-0.022,112.975,-0.008,-112.997,-104.499,-104.417,104.458,104.45,-104.504,104.634,104.331,-104.417
Report_RT-R_272.pdf,1976-09-30,Wild Heerbrugg,RC8,701,Wild,Universal Aviogon,UAg303,152.983,219.992,220.001,299.803,299.813,-110.009,-0.014,109.983,-0.002,-0.001,109.992,-0.01,-110.009,-105.997,-106.011,105.994,105.984,-106.006,105.989,105.993,-106.011
Report_RT-R_273.pdf,1976-10-14,Fairchild,T-12,,Goerz,Planigon,1126,151.185,238.448,235.313,310.074,309.404,-120.642,0.069,117.806,-0.041,0.04,117.724,-0.055,-117.589,-109.973,-109.56,109.67,109.308,-109.217,109.616,109.17,-109.56
Report_RT-R_274.pdf,1976-10-19,Fairchild,KC-8,2,Goerz,Planigon,268,151.264,238.242,235.396,,,-120.583,0.005,117.659,0.005,-0.029,117.606,-0.007,-117.79,,,,,,,,
Report_RT-R_275.pdf,1976-10-22,Fairchild,KC-6A,64-005,Kollsman,Geocon IV B,112,151.416,234.893,236.089,,,-117.176,-0.036,117.717,-0.036,-0.029,117.903,0.055,-118.186,,,,,,,,
Report_RT-R_277.pdf,1976-11-01,Wild Heerbrugg,RC10,2534,Wild,Universal Aviogon I,UAgI6014,152.809,219.993,219.999,299.81,299.815,-109.999,-0.005,109.994,0.005,0.003,110.0,-0.006,-109.999,-105.992,-106.007,105.997,106.0,-105.999,105.999,105.998,-106.007
Report_RT-R_278.pdf,1976-11-02,Fairchild,KC-1B,63-037,Goerz,Planigon,165,150.899,238.278,235.533,,,-120.66,0.03,117.617,0.03,0.006,117.791,-0.032,-117.741,,,,,,,,
Report_RT-R_279.pdf,1976-11-09,Wild Heerbrugg,RC8,737,Wild,Universal Aviogon,UAg304,152.87,,,299.811,299.815,,,,,,,,,-105.996,-105.999,105.999,106.003,-106.001,105.996,106.006,-105.999
Report_RT-R_28.pdf,1973-10-11,Fairchild,T-12,54-372,Goerz,Planigon,571,151.97,237.928,235.418,328.806,328.286,,,,,,,,,,,,,,,,
Report_RT-R_280.pdf,1976-11-15,Wild Heerbrugg,RC10,1394,Wild,Universal Aviogon,UAg1055,152.386,219.995,219.996,299.81,299.813,-109.995,0.003,110.0,-0.001,0.008,110.003,-0.003,-109.993,-105.997,-105.997,106.002,105.999,-106.001,106.003,105.999,-105.997
Report_RT-R_283.pdf,1976-11-24,Wild Heerbrugg,RC8,432,Wild,Aviogon,Ag156,151.976,,,299.818,299.819,,,,,,,,,-105.998,-105.994,106.007,106.008,-105.998,106.01,106.006,-105.994
Report_RT-R_286.pdf,1976-12-09,Fairchild,T-11,54-487,Bausch and Lomb,Metrogon,RF5623,153.553,238.002,235.181,,,-120.458,0.006,117.544,0.006,0.013,117.576,-0.016,-117.605,,,,,,,,
Report_RT-R_287.pdf,1976-12-10,Zeiss,RMK A 15/23,119034,Zeiss,Pleogon A4,118982,153.154,225.977,225.988,,,-112.999,0.005,112.978,0.005,-0.001,112.992,-0.009,-112.996,,,,,,,,
Report_RT-R_288.pdf,1976-12-10,Zeiss,RMK A 15/23,119032,Zeiss,Pleogon A4,118984,153.143,226.001,225.995,,,-113.0,-0.005,113.001,-0.005,0.001,112.995,0.006,-113.001,,,,,,,,
Report_RT-R_289.pdf,1976-12-14,Wild Heerbrugg,RC8,1053,Wild,Universal Aviogon,UAg422,152.583,220.001,219.993,299.812,299.796,-110.002,0.016,109.999,0.008,0.0,110.002,-0.013,-109.991,-105.997,-105.984,106.008,106.009,-105.997,106.007,105.989,-105.984
Report_RT-R_29_1.pdf,1974-06-20,Park,,105A,Wild,Universal Aviogon,UAg467,152.11,,,,,,,,,,,,,,,,,,,,
Report_RT-R_29.pdf,1973-11-07,Park,,105,Wild,Universal Aviogon,UAg467,152.11,223.79,223.818,316.523,316.582,,,,,,,,,,,,,,,,
Report_RT-R_290.pdf,1976-12-20,Zeiss,RMK A 15/23,111694,Zeiss,Pleogon A2,112660,153.365,225.936,225.947,294.065,294.081,-112.959,0.006,112.977,0.014,-0.008,113.006,0.043,-112.941,-103.944,-103.977,103.967,103.983,-103.971,103.959,103.986,-103.977
Report_RT-R_292.pdf,1977-01-04,Zeiss,RMK A 15/23,124254,Zeiss,Pleogon A4,124304,152.905,225.989,225.999,293.99,294.009,-113.003,-0.004,112.987,0.012,-0.025,113.0,0.004,-112.999,-103.951,-103.938,103.917,103.959,-103.969,103.937,103.949,-103.938
Report_RT-R_296.pdf,1977-01-17,Wild Heerbrugg,RC8,602,Wild,Universal Aviogon,UAg272,152.579,220.003,219.996,299.819,299.801,-109.987,0.016,110.016,0.008,0.011,110.016,0.015,-109.98,-105.996,-105.982,106.017,106.013,-105.992,106.01,105.999,-105.982
Report_RT-R_297.pdf,1977-01-18,Wild Heerbrugg,RC8,484,Wild,Aviogon,Ag175,152.138,220.003,220.014,299.816,299.805,-109.999,0.01,110.004,0.002,0.01,110.007,0.002,-110.007,-105.99,-105.994,106.015,106.006,-105.995,106.003,105.997,-105.994
Report_RT-R_298.pdf,1977-01-24,Zeiss,RMK A 15/23,119026,Zeiss,Pleogon A4,118972,153.149,225.997,225.983,293.992,294.009,-113.001,-0.019,112.996,0.015,-0.023,112.99,0.016,-112.993,-103.934,-103.943,103.933,103.958,-103.967,103.932,103.95,-103.943
Report_RT-R_30.pdf,1973-12-12,Fairchild,K-17 (modified),251,Goerz,Planigon,251,151.48,222.634,222.504,,,,,,,,,,,,,,,,,,
Report_RT-R_301.pdf,1977-02-04,Wild Heerbrugg,RC8,577,Wild,Universal Aviogon,UAg245,152.214,219.989,220.003,299.81,299.799,-110.003,0.001,109.986,-0.001,-0.003,109.995,0.007,-110.008,-106.003,-105.99,106.001,106.002,-106.006,106.004,105.981,-105.99
Report_RT-R_302.pdf,1977-02-10,Wild Heerbrugg,RC8,898,Wild,Universal Aviogon,UAg339,152.738,,,299.806,299.821,,,,,,,,,-106.011,-105.994,105.993,105.992,-106.003,106.011,106.003,-105.994
Report_RT-R_306.pdf,1977-03-15,Zeiss,RMK A 8.5/23,113504,Zeiss,S-Pleogon,111567,85.629,226.009,225.981,296.953,296.967,-112.996,0.002,113.014,0.012,0.0,113.001,0.006,-112.98,-104.977,-104.987,104.996,104.995,-104.996,104.993,104.998,-104.987
Report_RT-R_307.pdf,1977-03-15,Zeiss,RMK A 21/23,20209,Zeiss,Toparon,98310,208.191,225.976,225.929,294.845,294.829,-112.996,0.117,112.98,-0.055,0.077,113.004,-0.077,-112.926,-104.413,-104.244,104.063,104.254,-104.258,104.317,104.132,-104.244
Report_RT-R_308.pdf,1977-03-15,Wild Heerbrugg,RC8,685,Wild,Universal Aviogon,UAg285,152.68,219.99,219.999,299.813,299.783,-110.009,-0.003,109.982,0.003,-0.003,110.003,-0.027,-109.996,-106.021,-105.997,105.993,105.989,-106.009,105.994,105.972,-105.997
Report_RT-R_311.pdf,1977-03-28,Park,,105A,Wild,Universal Aviogon,UAg467,152.144,223.776,223.783,316.498,316.536,-111.861,-0.049,111.915,-0.004,-0.016,111.863,0.065,-111.92,-111.865,-111.916,111.909,111.907,-111.901,111.874,111.959,-111.916
Report_RT-R_312.pdf,1977-03-29,Zeiss,RMK A 15/23,111692,Zeiss,Pleogon A2,112658,153.355,225.978,225.976,293.988,293.998,-112.975,-0.011,113.004,0.004,-0.013,112.986,0.019,-112.99,-103.924,-103.949,103.944,103.946,-103.931,103.932,103.964,-103.949
Report_RT-R_314.pdf,1977-04-11,Zeiss,RMK A 15/23,116185,Zeiss,Pleogon A2,116245,153.072,225.997,225.986,296.949,296.997,-112.975,-0.008,113.022,-0.001,0.012,112.988,0.027,-112.999,-104.957,-105.005,105.006,104.982,-104.997,104.989,105.026,-105.005
Report_RT-R_316.pdf,1977-04-15,Zeiss,RMK A 21/23,115741,Zeiss,Toparon,116228,208.167,225.987,225.981,,,-112.985,-0.008,113.003,-0.008,0.001,112.979,0.009,-113.002,,,,,,,,
Report_RT-R_317.pdf,1977-04-20,Zeiss,RMK A 15/23,124251,Zeiss,Pleogon A4,124301,153.034,225.995,225.994,293.997,294.012,-113.004,-0.002,112.991,0.015,-0.017,113.006,0.006,-112.987,-103.932,-103.938,103.936,103.968,-103.965,103.947,103.946,-103.938
Report_RT-R_319.pdf,1977-04-27,Fairchild,KC-8,54-631,Goerz,Planigon,467,151.465,238.136,235.458,,,-120.576,0.022,117.56,0.022,0.38,117.752,0.0,-117.705,,,,,,,,
Report_RT-R_32.pdf,1974-01-18,Park,,102A,Wild,Universal Aviogon,UAg458,153.12,223.824,223.82,316.576,316.538,,,,,,,,,,,,,,,,
Report_RT-R_322.pdf,1977-06-02,Wild Heerbrugg,RC8,486,Wild,Universal Aviogon,UAg251,152.276,219.992,219.995,299.804,299.803,-109.997,0.017,109.995,0.018,0.004,110.01,-0.003,-109.985,-105.993,-105.976,106.008,106.01,-106.003,106.011,105.995,-105.976
Report_RT-R_323.pdf,1977-06-03,Zeiss,RMK A 15/23,21218,Zeiss,Pleogon A,98182,152.441,225.995,225.994,296.983,296.995,-112.994,0.01,113.001,0.005,0.01,112.997,0.009,-112.996,-104.987,-104.999,105.009,105.003,-104.997,105.013,105.006,-104.999
Report_RT-R_327.pdf,1977-06-16,Wild Heerbrugg,RC10,1755,Wild,Universal Aviogon,UAg1065,152.221,219.992,219.975,299.797,299.806,-109.996,0.003,109.996,0.009,-0.008,109.997,0.005,-109.978,-105.993,-105.996,105.992,105.996,-105.995,106.002,105.997,-105.996
Report_RT-R_328.pdf,1977-06-17,Wild Heerbrugg,RC8,899,Wild,Universal Aviogon,UAg371,152.158,,,299.819,299.809,,,,,,,,,-106.018,-105.991,106.002,105.998,-106.01,106.011,105.983,-105.991
Report_RT-R_329.pdf,1977-06-21,Wild Heerbrugg,RC8,350,Wild,Universal Aviogon,UAg475,151.62,,,299.812,299.814,,,,,,,,,-106.009,-106.01,105.988,105.992,-106.006,105.984,106.001,-106.01
Report_RT-R_33.pdf,1974-01-21,Wild Heerbrugg,RC8,443,Wild,Aviogon,Ag167,152.28,,,299.822,299.798,,,,,,,,,,,,,,,,
Report_RT-R_331.pdf,1977-06-24,Park,,101A,Wild,Universal Aviogon,UAg457,153.275,223.695,223.765,316.453,316.48,-111.859,0.013,111.837,0.011,-0.032,111.883,0.025,-111.882,-111.882,-111.882,111.859,111.91,-111.905,111.891,111.894,-111.882
Report_RT-R_332.pdf,1977-06-28,Park,,100A,Wild,Aviogon,Ag209,152.652,223.814,223.814,316.538,316.53,-111.878,-0.003,111.937,0.007,0.02,111.896,0.041,-111.918,-111.894,-111.915,111.923,111.921,-111.893,111.894,111.939,-111.915
Report_RT-R_333.pdf,1977-07-08,Zeiss,RMK A 15/23,21129,Zeiss,Pleogon A,98129,152.348,225.983,225.982,296.972,296.975,-112.99,-0.003,112.993,0.012,-0.006,112.988,-0.006,-112.988,-104.992,-104.991,104.987,105.011,-104.999,104.995,105.001,-104.991
Report_RT-R_34.pdf,1974-01-23,Fairchild,T-12A,101,Goerz,Planigon,608,151.86,238.35,235.41,327.139,326.543,,,,,,,,,,,,,,,,
Report_RT-R_340.pdf,1977-08-25,Fairchild,T-12,54-068,Goerz,Planigon,101,151.285,238.371,234.968,310.295,310.305,-121.03,0.199,117.34,-0.182,0.196,117.184,-0.167,-117.783,-110.328,-109.902,109.521,109.071,-109.531,109.957,109.447,-109.902
Report_RT-R_343.pdf,1977-08-24,Wild Heerbrugg,RC8,1040,Wild,Universal Aviogon,UAg428,152.404,219.977,219.95,299.759,299.837,-109.987,-0.015,109.99,-0.007,-0.012,109.964,0.031,-109.986,-105.964,-106.0,105.981,105.979,-106.015,105.985,106.034,-106.0
Report_RT-R_344.pdf,1977-08-26,Zeiss,RMK A 15/23,119012,Zeiss,Pleogon A4,123612,153.091,226.0,226.003,293.969,293.981,-112.992,-0.001,113.008,0.026,-0.011,113.009,0.025,-112.994,-103.928,-103.918,103.925,103.964,-103.925,103.938,103.956,-103.918
Report_RT-R_346.pdf,1977-08-30,Zeiss,RMK A 15/23,119018,Zeiss,Pleogon A4,118969,152.927,225.995,225.998,296.949,296.971,-112.993,-0.003,113.002,0.013,-0.01,112.999,0.016,-112.998,-104.988,-104.993,104.975,104.993,-105.001,104.996,104.991,-104.993
Report_RT-R_347.pdf,1977-08-31,Wild Heerbrugg,RC8,730,Wild,Universal Aviogon,UAg318,152.763,,,299.812,299.812,,,,,,,,,-106.01,-105.997,106.001,105.99,-106.006,106.008,105.988,-105.997
Report_RT-R_349.pdf,1977-09-07,Park,,102A,Wild,Universal Aviogon,UAg458,153.055,223.808,223.811,316.558,316.521,-111.907,0.002,111.9,0.039,-0.014,111.924,0.021,-111.887,-111.938,-111.895,111.903,111.944,-111.913,111.924,111.897,-111.895
Report_RT-R_35.pdf,1974-01-25,Zeiss,RMK A 15/23,119018,Zeiss,Pleogon A4,118969,152.97,226.0,226.0,296.986,297.003,,,,,,,,,,,,,,,,
Report_RT-R_350.pdf,1977-11-04,Wild Heerbrugg,RC10,1391,Wild,Universal Aviogon II,UAgII3021,153.152,219.994,219.987,299.8,299.8,-109.992,-0.001,110.001,0.006,-0.003,110.0,0.007,-109.987,-105.994,-105.991,105.997,105.999,-105.996,105.997,105.998,-105.991
Report_RT-R_351.pdf,1977-09-21,Park,,49,Bausch and Lomb,Cartogon,JZ1484,152.104,223.165,222.971,,,-111.538,0.001,111.627,0.001,-0.017,111.532,0.029,-111.439,,,,,,,,
Report_RT-R_352.pdf,1977-09-22,Zeiss,RMK A 15/23,2146,Zeiss,Pleogon,9864,153.158,225.979,225.991,294.003,294.004,-113.013,0.007,112.966,0.003,-0.019,112.989,0.001,-113.002,-103.964,-103.951,103.927,103.942,-103.977,103.928,103.928,-103.951
Report_RT-R_356.pdf,1977-10-14,Fairchild,T-12,52-118,Goerz,Planigon,562,150.553,238.053,235.327,305.439,304.948,-120.412,0.248,117.64,-0.279,0.263,117.647,-0.28,-117.68,-108.282,-107.86,108.135,107.679,-107.802,108.2,107.399,-107.86
Report_RT-R_358.pdf,1977-10-21,Wild Heerbrugg,RC9,644,Wild,Super Aviogon,SAg67,88.353,,,299.82,299.811,,,,,,,,,-105.994,-106.014,106.018,105.984,-105.985,105.984,106.013,-106.014
Report_RT-R_359.pdf,1977-10-21,Fairchild,T-12,GEP-101,Goerz,Planigon,565,150.944,238.34,235.545,,,-120.716,0.051,117.624,0.051,-0.013,117.782,-0.006,-117.764,,,,,,,,
Report_RT-R_36.pdf,1974-02-04,Wild Heerbrugg,RC8,938,Wild,Universal Aviogon,UAg416,152.72,,,299.834,299.816,,,,,,,,,,,,,,,,
Report_RT-R_361.pdf,1977-10-31,Wild Heerbrugg,RC8,237,Wild,Universal Aviogon,UAg477,152.397,219.996,219.985,299.81,299.807,-109.997,0.004,109.999,0.005,0.006,109.998,-0.011,-109.987,-106.0,-105.989,106.0,106.007,-106.001,106.002,106.0,-105.989
Report_RT-R_362.pdf,1977-11-09,Park,,103A,Wild,Universal Aviogon,UAg459,153.176,223.764,223.785,316.533,316.518,-111.887,0.036,111.877,0.04,-0.024,111.905,0.009,-111.88,-111.923,-111.882,111.886,111.954,-111.915,111.924,111.901,-111.882
Report_RT-R_364.pdf,1977-11-08,Fairchild,K-17 (modified),,Goerz,Planigon,255,151.875,222.338,222.44,,,-111.157,0.002,111.182,0.002,-0.035,111.209,-0.012,-111.231,,,,,,,,
Report_RT-R_367.pdf,1977-11-18,Wild Heerbrugg,RC10,2556,Wild,Universal Aviogon I,UAgI6041,151.779,220.0,219.998,299.812,299.81,-109.995,0.005,110.005,-0.002,0.006,110.0,-0.001,-109.997,-105.99,-105.997,106.01,106.002,-105.995,105.998,106.004,-105.997
Report_RT-R_368.pdf,1977-12-21,Zeiss,RMK A 15/23,21225,Zeiss,Pleogon A,98186,152.501,225.991,225.966,294.269,294.224,-112.99,0.038,113.001,-0.024,0.035,112.987,-0.026,-112.978,-104.027,-104.054,104.067,104.011,-103.974,104.055,104.014,-104.054
Report_RT-R_369.pdf,1977-12-01,Wild Heerbrugg,RC8,577,Wild,Universal Aviogon,UAg245,152.22,219.997,220.001,299.814,299.802,-110.005,0.002,109.992,0.003,-0.002,109.998,0.009,-110.002,-106.003,-105.988,106.004,106.006,-106.009,106.003,105.984,-105.988
Report_RT-R_37.pdf,1974-02-07,Wild Heerbrugg,RC8,914,Wild,Universal Aviogon,UAg366,152.35,,,299.808,299.828,,,,,,,,,,,,,,,,
Report_RT-R_371.pdf,1977-12-20,Fairchild,K-17 (modified),44-12,Goerz,Planigon,1151,150.537,225.304,224.987,,,-113.313,0.043,111.992,0.043,-0.013,112.322,-0.015,-112.665,,,,,,,,
Report_RT-R_372.pdf,1977-12-07,Zeiss,RMK A 15/23,111698,Zeiss,Pleogon A2,112665,153.344,225.979,225.985,294.02,294.011,-112.99,0.004,112.99,0.002,0.002,112.991,0.002,-112.994,-103.959,-103.952,103.944,103.953,-103.953,103.945,103.945,-103.952
Report_RT-R_373.pdf,1977-12-13,Wild Heerbrugg,RC10,2914,Wild,Universal Aviogon I,UAgI6042,151.695,220.004,219.995,299.813,299.806,-110.004,0.011,110.0,-0.008,0.002,110.0,-0.007,-109.996,-106.009,-105.996,106.006,105.992,-105.999,106.003,105.992,-105.996
Report_RT-R_374.pdf,1977-12-22,Park,,103A,Wild,Universal Aviogon,UAg459,153.283,223.762,223.792,316.539,316.52,-111.885,0.008,111.878,0.014,-0.023,111.881,0.008,-111.911,-111.925,-111.909,111.888,111.932,-111.916,111.9,111.902,-111.909
Report_RT-R_377.pdf,1978-01-05,Wild Heerbrugg,RC5,304,Wild,Aviogon,Ag133,152.194,,,299.808,299.81,,,,,,,,,-105.988,-106.005,106.007,105.993,-105.996,105.984,106.01,-106.005
Report_RT-R_378.pdf,1978-01-12,Wild Heerbrugg,RC8,816,Wild,Universal Aviogon,UAg346,152.671,219.987,219.996,299.808,299.81,-109.993,0.031,109.995,0.013,0.007,110.024,-0.007,-109.972,-106.0,-105.968,106.004,106.021,-106.006,106.031,105.991,-105.968
Report_RT-R_379.pdf,1978-01-16,Wild Heerbrugg,RC8,914,Wild,Universal Aviogon,UAg366,152.35,,,299.808,299.824,,,,,,,,,-105.999,-105.992,105.997,106.006,-106.006,106.011,106.007,-105.992
Report_RT-R_385.pdf,1978-01-25,Wild Heerbrugg,RC8,1065,Wild,Universal Aviogon,UAg462,152.533,,,299.819,299.806,,,,,,,,,-105.998,-105.977,106.009,106.024,-106.012,106.008,105.993,-105.977
Report_RT-R_388.pdf,1978-02-07,Zeiss,RMK A 15/23,21188,Zeiss,Pleogon A2,98164,152.349,226.004,225.997,294.0,294.027,-112.997,-0.01,113.007,0.008,-0.009,113.0,0.011,-112.997,-103.938,-103.956,103.943,103.943,-103.956,103.937,103.968,-103.956
