cal_file,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
108809-1.pdf,1946-02-26,Park,,30,Bausch and Lomb,Metrogon,MS7974,154.07,222.51,223.63,,,,,,,,,,,,,,,,,,
112287-1.pdf,1947-03-11,Park,,34,Bausch and Lomb,Metrogon,BF1214,153.63,223.17,224.19,,,,,,,,,,,,,,,,,,
113053-3.pdf,1947-05-28,Smith,,,Bausch and Lomb,Metrogon,7126,131.33,222.37,222.54,,,,,,,,,,,,,,,,,,
136824.pdf,1953-09-24,Smith,,641E346,Bausch and Lomb,Metrogon,UF4346,153.38,221.37,223.02,,,,,,,,,,,,,,,,,,
143408.pdf,1955-08-25,Fairchild,T-5,AF41-4137,Bausch and Lomb,Metrogon,US2111,152.47,229.96,229.96,,,,,,,,,,,,,,,,,,
150919.pdf,1957-10-10,Fairchild,K-17 (modified),43-394,Bausch and Lomb,Cartogon,JZ1477,153.65,223.56,223.31,,,,,,,,,,,,,,,,,,
154033-2.pdf,1958-08-14,Fairchild,T-5,,Bausch and Lomb,Metrogon,UF9786,153.69,230.04,229.48,,,,,,,,,,,,,,,,,,
173036-1.pdf,1962-09-14,Wild Heerbrugg,RC5A,314,Wild,Aviogon,Ag85,152.4,,,299.84,299.82,,,,,,,,,,,,,,,,
175387-1.pdf,1963-04-02,Park,,54,Bausch and Lomb,Cartogon,JZ1492,152.95,223.4,223.48,,,,,,,,,,,,,,,,,,
208282.pdf,1973-02-21,Wild Heerbrugg,RC8,905,Wild,Universal Aviogon,UAg362,152.57,220.0,219.988,299.809,299.795,,,,,,,,,,,,,,,,
CardCal000008.pdf,,Park,,8,Goerz,Aerotar,756701,210.22,,,,,,,,,,,,,,,,,,,,
CardCal000014.pdf,1941-05-14,Park,,14,Goerz,Aerotar,759331,300.82,,,,,,,,,,,,,,,,,,,,
CardCal000028.pdf,1941-10-30,Park,,28,Bausch and Lomb,Metrogon,AF999,132.22,,,,,,,,,,,,,,,,,,,,
CardCal000030.pdf,1950-01-26,Park,,30,Bausch and Lomb,Metrogon,MS7974,154.28,,,,,,,,,,,,,,,,,,,,
CardCal000031.pdf,1953-03-18,Park,,31,Bausch and Lomb,Metrogon,VA1262,154.08,,,,,,,,,,,,,,,,,,,,
CardCal000032.pdf,1946-01-30,Park,,32,Bausch and Lomb,Metrogon,MF24,152.54,,,,,,,,,,,,,,,,,,,,
CardCal000033.pdf,1952-02-06,Park,,33,Bausch and Lomb,Metrogon,MF2219,154.91,,,,,,,,,,,,,,,,,,,,
CardCal000034.pdf,1947-02-21,Park,,34,Bausch and Lomb,Metrogon,BF1214,153.63,,,,,,,,,,,,,,,,,,,,
CardCal000036.pdf,,Park,,36,Bausch and Lomb,Metrogon,7070,131.46,,,,,,,,,,,,,,,,,,,,
CardCal000037.pdf,1947-04-01,Park,,37,Bausch and Lomb,Metrogon,MS9714R,152.36,,,,,,,,,,,,,,,,,,,,
CardCal000038.pdf,1952-05-26,Park,,38,Bausch and Lomb,Metrogon,MS8228,153.2,,,,,,,,,,,,,,,,,,,,
CardCal000039.pdf,,Park,,39,Bausch and Lomb,Metrogon,LF5761,131.28,,,,,,,,,,,,,,,,,,,,
CardCal005657.pdf,1954-02-23,Fairchild,K-17 (modified),5657,Bausch and Lomb,Metrogon,AF5657,153.59,,,,,,,,,,,,,,,,,,,,
CardCal400000581.pdf,,Fairchild,K-3B (modified),AC40-581,Ross,Wide Angle Xpres,130007,210.64,,,,,,,,,,,,,,,,,,,,
CardCal410000569.pdf,,Fairchild,K-3B (modified),41-569,Ross,Wide Angle Xpres,126585,208.1,,,,,,,,,,,,,,,,,,,,
CardCal410002305.pdf,1954-04-14,Fairchild,K-17,41-2305,Bausch and Lomb,Metrogon,DF7250,154.39,,,,,,,,,,,,,,,,,,,,
CardCal410002540.pdf,1954-09-24,Fairchild,K-17 (modified),41-2540,Bausch and Lomb,Metrogon,MF2563,152.54,,,,,,,,,,,,,,,,,,,,
CardCal410002559.pdf,1954-07-07,Fairchild,K-17,41-2559,Bausch and Lomb,Metrogon,KF267,152.26,,,,,,,,,,,,,,,,,,,,
CardCal410002563.pdf,1954-10-26,Fairchild,K-17,41-2563,Bausch and Lomb,Metrogon,MF1389,152.5,,,,,,,,,,,,,,,,,,,,
CardCal410004123.pdf,1956-02-28,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,,,,,,,,,,,,,,,,,,,,
CardCal410004137.pdf,1955-12-30,Fairchild,T-5,41-4137,Bausch and Lomb,Metrogon,US2111,152.47,,,,,,,,,,,,,,,,,,,,
CardCal410004139.pdf,1953-06-10,Fairchild,T-5,41-4139,Bausch and Lomb,Metrogon,UF9521,,,,,,,,,,,,,,,,,,,,,
CardCal410004157.pdf,1956-02-28,Fairchild,T-5,41-4157,Bausch and Lomb,Metrogon,MF1732,154.46,,,,,,,,,,,,,,,,,,,,
CardCal410004164.pdf,1951-02-04,Fairchild,T-5,41-4164,Bausch and Lomb,Metrogon,MF2398,152.65,,,,,,,,,,,,,,,,,,,,
CardCal420000985.pdf,1956-01-10,Fairchild,K-17 (modified),42-985,Bausch and Lomb,Metrogon,DF5225,154.0,,,,,,,,,,,,,,,,,,,,
CardCal420003410.pdf,1953-04-13,Fairchild,K-17 (modified),42-3410,Bausch and Lomb,Metrogon,MF1729,154.82,,,,,,,,,,,,,,,,,,,,
CardCal420003670.pdf,1957-01-17,Fairchild,K-17B,42-3670,Bausch and Lomb,Metrogon,MF2617R,,,,,,,,,,,,,,,,,,,,,
CardCal420060403.pdf,1954-04-20,Fairchild,K-17,42-60403,Bausch and Lomb,Metrogon,KF268,152.93,,,,,,,,,,,,,,,,,,,,
CardCal430001143.pdf,1952-07-17,Fairchild,K-17B (modified),43-1143,Bausch and Lomb,Metrogon,MS8810,153.69,,,,,,,,,,,,,,,,,,,,
CardCal430001254.pdf,1956-02-14,Fairchild,K-17 (modified),43-1254,Bausch and Lomb,Metrogon,XF3085,154.76,,,,,,,,,,,,,,,,,,,,
CardCal430001544.pdf,,Fairchild,K-17 (modified),43-1544,Bausch and Lomb,Metrogon,MS5672,154.64,,,,,,,,,,,,,,,,,,,,
CardCal440000295.pdf,1954-08-02,Fairchild,K-17 (modified),44-295,Bausch and Lomb,Metrogon,RF750,155.25,,,,,,,,,,,,,,,,,,,,
CardCal440001872.pdf,,Fairchild,K-17B (modified),44-1872,Bausch and Lomb,Metrogon,11400,152.26,,,,,,,,,,,,,,,,,,,,
CardCal440187544.pdf,1954-05-19,Fairchild,K-17B (modified),44-187544,Bausch and Lomb,Metrogon,CS3724,153.84,,,,,,,,,,,,,,,,,,,,
CardCal530000113.pdf,,Fairchild,T-12,53-113,Bausch and Lomb,Planigon,XF6755,151.768,,,,,,,,,,,,,,,,,,,,
CardCal530000114.pdf,1957-08-13,Fairchild,T-12,53-114,Bausch and Lomb,Planigon,XF6777,151.927,,,,,,,,,,,,,,,,,,,,
CardCal530000115.pdf,1957-08-02,Fairchild,T-12,53-115,Bausch and Lomb,Planigon,XF4449,152.683,,,,,,,,,,,,,,,,,,,,
CardCal530000116.pdf,1957-08-13,Fairchild,T-12,53-116,Bausch and Lomb,Planigon,XF6720,152.629,,,,,,,,,,,,,,,,,,,,
CardCal530000117.pdf,1957-08-12,Fairchild,T-12,53-117,Bausch and Lomb,Planigon,XF6807,151.684,,,,,,,,,,,,,,,,,,,,
CardCal530000118.pdf,1957-10-08,Fairchild,T-12,53-118,Bausch and Lomb,Planigon,XF6800,152.244,,,,,,,,,,,,,,,,,,,,
CardCal530000119.pdf,1957-08-12,Fairchild,T-12,53-119,Bausch and Lomb,Planigon,XF2920,151.672,,,,,,,,,,,,,,,,,,,,
CardCal530000120.pdf,1956-05-24,Fairchild,T-12,53-120,Bausch and Lomb,Planigon,XF4450,151.602,,,,,,,,,,,,,,,,,,,,
CardCal530000121.pdf,1957-08-12,Fairchild,T-12,53-121,Bausch and Lomb,Planigon,XF6738,152.374,,,,,,,,,,,,,,,,,,,,
CardCal530000122.pdf,1957-08-12,Fairchild,T-12,53-122,Bausch and Lomb,Planigon,XF4446,152.678,,,,,,,,,,,,,,,,,,,,
CardCal550000024.pdf,1955-11-07,Fairchild,K-3B (modified),55-024,Bausch and Lomb,Metrogon,MS4314,153.61,,,,,,,,,,,,,,,,,,,,
CardCal550000025.pdf,1956-02-13,Fairchild,K-17B (modified),55-025,Bausch and Lomb,Metrogon,MA570R,152.88,,,,,,,,,,,,,,,,,,,,
CardCal550000026.pdf,1955-05-17,Fairchild,K-17B (modified),55-026,Bausch and Lomb,Metrogon,MS4462,154.49,,,,,,,,,,,,,,,,,,,,
CardCal550000028.pdf,1955-05-25,Fairchild,K-17 (modified),55-028,Bausch and Lomb,Metrogon,MA738R,153.2,,,,,,,,,,,,,,,,,,,,
CardCal550000038.pdf,1956-06-12,Fairchild,K-17 (modified),55-038,Bausch and Lomb,Metrogon,MS9441R,152.9,,,,,,,,,,,,,,,,,,,,
CardCalGE5400102.pdf,,Fairchild,K-3B (modified),GE54-102,Ross,Wide Angle Xpres,131360,211.19,,,,,,,,,,,,,,,,,,,,
GenericSAg.pdf,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
img273.pdf,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
R103.pdf,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
R118.pdf,1973-10-17,Zeiss,RMK A 15/23,111698,Zeiss,Pleogon A2,112665,153.34,225.984,225.989,294.114,294.199,,,,,,,,,,,,,,,,
R180.pdf,1975-05-19,Fairchild,T-12,54-004,Bausch and Lomb,Planigon,XF6730,152.39,237.74,234.957,,,,,,,,,,,,,,,,,,
R181.pdf,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
R181.pdf,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.985,219.997,299.833,299.795,-109.995,-0.018,109.99,-0.021,0.017,109.99,-0.021,-110.007,-106.007,-106.008,106.02,105.992,-105.99,105.992,105.984,-106.008
R188.pdf,1975-07-07,Wild Heerbrugg,RC8,486,Wild,Universal Aviogon,UAg251,152.27,220.001,220.003,299.815,299.816,-109.993,0.007,110.009,0.003,0.01,110.002,0.007,-110.001,-105.988,-105.995,106.018,106.001,-105.997,106.006,106.007,-105.995
R224.pdf,1975-12-11,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.351,225.975,225.999,294.078,294.072,-113.02,0.027,112.956,-0.019,0.007,113.001,-0.047,-112.997,-103.999,-103.98,103.952,103.957,-103.991,103.983,103.925,-103.98
R224.pdf,1975-12-11,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.531,225.975,225.999,294.078,294.072,-113.02,0.027,112.956,-0.019,0.007,113.001,-0.047,-112.997,-103.999,-103.98,103.952,103.957,-103.991,103.983,103.925,-103.98
R229.pdf,1976-01-15,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.157,220.0,220.0,299.809,299.816,-110.006,-0.013,109.994,-0.005,-0.005,109.984,0.001,-110.015,-105.99,-106.01,106.001,105.993,-106.009,105.987,105.998,-106.01
R249.pdf,1976-04-09,Zeiss,RMK A 15/23,116211,Zeiss,Pleogon A4,118960,153.225,226.004,226.005,296.989,296.993,-113.009,-0.006,112.995,-0.001,-0.007,112.997,0.001,-113.008,-105.005,-105.006,105.002,104.993,-105.01,104.998,104.997,-105.006
R269.pdf,1976-09-17,Wild Heerbrugg,RC10,1391,Wild,Universal Aviogon II,UAgII3021,153.149,219.979,219.98,299.806,299.793,-109.969,-0.03,110.01,0.0,0.003,109.981,0.025,-110.0,-105.991,-105.998,106.011,105.991,-105.979,105.995,106.0,-105.998
R301.pdf,1977-02-04,Wild Heerbrugg,RC8,577,Wild,Universal Aviogon,UAg245,152.214,219.989,220.003,299.81,299.799,-110.003,0.001,109.986,-0.001,-0.003,109.995,0.007,-110.008,-106.003,-105.99,106.001,106.002,-106.006,106.004,105.981,-105.99
R3151.pdf,2005-06-27,Wild Heerbrugg,RC8,438,Wild,Aviogon,Ag118,152.21,,,299.833,299.835,,,,,,,,,-106.027,-106.02,106.0,105.981,-106.017,105.989,106.005,-106.02
R3157.pdf,2005-08-02,Wild Heerbrugg,RC8,908,Wild,Universal Aviogon,UAg413,152.559,,,299.821,299.818,,,,,,,,,-106.002,-105.986,106.009,106.014,-106.015,106.009,105.996,-105.986
R32.pdf,1974-01-18,Park,,102A,Wild,Universal Aviogon,UAg458,153.12,223.824,223.82,316.576,316.538,,,,,,,,,,,,,,,,
R331.pdf,1977-06-24,Park,,101A,Wild,Universal Aviogon,UAg457,153.275,223.695,223.765,316.453,316.48,-111.859,0.013,111.837,0.011,-0.032,111.883,0.025,-111.882,-111.882,-111.882,111.859,111.91,-111.905,111.891,111.894,-111.882
R332.pdf,1977-06-28,Park,,100A,Wild,Aviogon,Ag209,152.652,223.814,223.814,316.538,316.53,-111.878,-0.003,111.937,0.007,0.02,111.896,0.041,-111.918,-111.894,-111.915,111.923,111.921,-111.893,111.894,111.939,-111.915
R334.pdf,1977-07-11,Zeiss,RMK A 15/23,111697,Zeiss,Pleogon A2,112663,153.474,225.992,225.984,294.061,294.041,-112.995,0.006,112.998,0.002,0.004,113.001,-0.001,-112.984,-103.967,-103.969,103.964,103.965,-103.951,103.959,103.958,-103.969
R3457.pdf,2009-05-28,Wild Heerbrugg,RC8,,Wild,Universal Aviogon,UAg270,152.61,219.993,220.004,299.808,299.814,-109.995,0.012,109.998,0.028,-0.005,110.018,0.0,-109.986,-105.982,-105.981,106.006,106.024,-106.02,106.005,105.995,-105.981
R3579.pdf,2012-01-09,Wild Heerbrugg,RC8,,Wild,Universal Aviogon,UAg309,152.69,220.015,220.012,299.825,299.815,-109.996,0.001,110.019,0.004,0.019,110.002,0.0,-110.01,-105.98,-106.001,106.02,106.016,-105.98,106.004,106.018,-106.001
R365.pdf,1977-11-11,Zeiss,RMK A 15/23,111683,Zeiss,Pleogon A2,112649,153.2,225.944,225.982,294.011,294.037,-112.988,0.004,112.956,0.036,-0.007,112.998,0.011,-112.983,-103.936,-103.956,103.948,103.955,-103.96,103.95,103.965,-103.956
R366.pdf,1977-11-15,Zeiss,RMK A 15/23,119046,Zeiss,Pleogon A4,118992,153.092,225.994,226.008,293.997,293.987,-113.004,0.0,112.991,0.011,-0.017,113.018,-0.004,-112.99,-103.955,-103.933,103.947,103.94,-103.95,103.939,103.939,-103.933
R369.pdf,1977-12-01,Wild Heerbrugg,RC8,577,Wild,Universal Aviogon,UAg245,152.22,219.997,220.001,299.814,299.802,-110.005,0.002,109.992,0.003,-0.002,109.998,0.009,-110.002,-106.003,-105.988,106.004,106.006,-106.009,106.003,105.984,-105.988
R374.pdf,1977-12-22,Park,,103A,Wild,Universal Aviogon,UAg459,153.283,223.762,223.792,316.539,316.52,-111.885,0.008,111.878,0.014,-0.023,111.881,0.008,-111.911,-111.925,-111.909,111.888,111.932,-111.916,111.9,111.902,-111.909
R376.pdf,1978-01-04,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.465,225.979,225.983,294.983,294.993,-113.008,-0.002,112.971,0.011,-0.021,112.997,-0.015,-112.986,-104.31,-104.293,104.276,104.29,-104.304,104.29,104.295,-104.293
R39.pdf,1974-02-13,Zeiss,RMK A 15/23,116210,Zeiss,Pleogon A4,118958,153.24,226.003,226.0,296.686,296.991,,,,,,,,,,,,,,,,
R391.pdf,1978-03-20,Park,,104A,Wild,Universal Aviogon,UAg460,153.054,223.779,223.735,316.519,316.487,-111.862,-0.008,111.918,0.017,-0.003,111.87,0.014,-111.865,-111.914,-111.882,111.91,111.921,-111.901,111.883,111.915,-111.882
R403.pdf,1978-03-30,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.335,225.969,225.992,294.972,294.994,-113.01,0.014,112.959,0.017,-0.012,113.006,-0.009,-112.985,-104.3,-104.286,104.268,104.3,-104.317,104.302,104.28,-104.286
R427.pdf,1978-06-06,Wild Heerbrugg,RC10,1945,Wild,Universal Aviogon I,UAgI6020,152.865,220.017,219.991,299.805,299.805,-110.004,-0.009,110.013,0.024,-0.003,109.999,0.009,-109.992,-105.983,-106.005,105.996,106.006,-105.998,105.985,106.001,-106.005
R457.pdf,1978-08-29,Wild Heerbrugg,RC8,824,Wild,Universal Aviogon,UAg332,152.72,220.01,220.012,299.814,299.806,-110.004,-0.006,110.006,0.008,0.014,110.007,-0.007,-110.005,-105.995,-106.005,106.003,105.999,-105.99,105.994,106.002,-106.005
R489.pdf,1979-03-06,Wild Heerbrugg,RC8,931,Wild,Universal Aviogon,UAg415,152.778,219.993,220.0,299.814,299.802,-109.999,0.007,109.994,0.01,0.006,110.008,-0.01,-109.991,-106.007,-105.991,105.994,106.008,-105.997,106.009,105.988,-105.991
R50.pdf,1974-03-26,Zeiss,RMK A 15/23,111688,Zeiss,Pleogon A2,112653,153.41,225.98,225.97,294.072,294.099,,,,,,,,,,,,,,,,
R518.pdf,1979-04-24,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.147,219.995,219.988,299.808,299.797,-109.994,-0.011,110.0,-0.001,0.014,109.98,0.007,-110.007,-105.983,-106.002,106.014,105.992,-105.99,105.986,105.998,-106.002
R626.pdf,1980-06-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.034,220.226,220.002,299.823,299.79,-109.989,0.002,110.238,0.009,0.013,110.004,0.001,-109.998,-105.998,-105.997,106.018,106.001,-105.974,105.998,105.998,-105.997
R643.pdf,1980-08-21,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.432,219.988,219.997,299.834,299.796,-110.006,-0.015,109.981,-0.018,0.01,109.995,-0.03,-110.002,-106.018,-106.004,106.01,105.998,-106.001,105.998,105.973,-106.004
R67.pdf,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
R671.pdf,1980-12-24,Wild Heerbrugg,RC8,824,Wild,Universal Aviogon,UAg332,152.712,220.015,220.033,299.829,299.812,-110.02,0.001,109.995,-0.006,0.008,110.015,-0.018,-110.018,-106.014,-105.999,106.0,106.009,-106.001,106.007,105.99,-105.999
R87.pdf,1974-06-27,Wild Heerbrugg,RC8,433,Wild,Aviogon,Ag159,152.2,219.998,219.999,299.808,299.811,,,,,,,,,,,,,,,,
Report_1_6_113579.pdf,1947-06-26,Aero,,52,Bausch and Lomb,Metrogon,US5004,152.24,222.23,222.31,,,,,,,,,,,,,,,,,,
Report_1_6_114125.pdf,1947-08-25,Aero,,51,Bausch and Lomb,Metrogon,MF1381,152.08,223.12,223.02,,,,,,,,,,,,,,,,,,
Report_1_6_114158.pdf,1947-08-23,Fairchild,T-5,41-4164,Bausch and Lomb,Metrogon,MF2398,152.78,229.52,229.96,,,,,,,,,,,,,,,,,,
Report_1_6_115198.pdf,1947-12-12,Fairchild,K-17B (modified),42-3410,Bausch and Lomb,Metrogon,MF1729,154.86,223.63,225.79,,,,,,,,,,,,,,,,,,
Report_1_6_123726.pdf,1950-02-14,Park,,43,Goerz,Aerotar,760820,209.93,222.95,223.19,,,,,,,,,,,,,,,,,,
Report_2_2_130429-1.pdf,1951-12-21,Fairchild,K-17 (modified),42-60403,Bausch and Lomb,Metrogon,KF268,152.7,222.48,222.71,,,,,,,,,,,,,,,,,,
Report_2_2_130429-2.pdf,1951-12-21,Fairchild,K-17 (modified),41-2277,Bausch and Lomb,Metrogon,UF8045,154.6,222.38,222.57,,,,,,,,,,,,,,,,,,
Report_2_2_130476-2.pdf,1951-11-21,Aero,,66,Bausch and Lomb,Metrogon,UF4966,104.64,223.37,223.22,,,,,,,,,,,,,,,,,,
Report_2_2_130871.pdf,1952-01-24,Fairchild,K-3B (modified),41-242,Bausch and Lomb,Metrogon,11457,,,,,,,,,,,,,,,,,,,,,
Report_2_2_131230.pdf,1952-03-04,Park,,33,Bausch and Lomb,Metrogon,MF2219,154.91,223.5,224.55,,,,,,,,,,,,,,,,,,
Report_2_2_131425.pdf,1952-03-21,Fairchild,K-3B (modified),37-207,Goerz,Aerotar,757806,209.53,222.23,222.62,,,,,,,,,,,,,,,,,,
Report_2_2_131941-1.pdf,1952-05-02,Fairchild,K-3B (modified),AC40-784,Ross,Wide Angle Xpres,129531,210.44,222.13,222.21,,,,,,,,,,,,,,,,,,
Report_2_2_131941-2.pdf,1952-05-05,Fairchild,K-3B (modified),41-583,Ross,Wild Angle Xpres,138872,210.58,222.27,222.5,,,,,,,,,,,,,,,,,,
Report_2_2_131970.pdf,1952-04-25,Fairchild,T-5,41-4164,Bausch and Lomb,Metrogon,MF2398,152.65,229.5,229.95,,,,,,,,,,,,,,,,,,
Report_2_2_132185.pdf,1952-05-27,Park,,7,Goerz,Aerotar,757808,,,,,,,,,,,,,,,,,,,,,
Report_2_2_132385.pdf,1952-06-09,Park,,49,Bausch and Lomb,Metrogon,MS8228,153.2,223.45,223.35,,,,,,,,,,,,,,,,,,
Report_2_2_132514-1.pdf,1952-06-13,Park,,41,Goerz,Aerotar,757798,,,,,,,,,,,,,,,,,,,,,
Report_2_2_132514-2.pdf,1952-06-13,Park,,42,Goerz,Aerotar,757831,,,,,,,,,,,,,,,,,,,,,
Report_2_2_132535-1.pdf,1952-06-09,Fairchild,K-17B (modified),41-163,Bausch and Lomb,Metrogon,MF3842,152.3,221.88,222.25,,,,,,,,,,,,,,,,,,
Report_2_2_132727.pdf,1952-07-14,Park,,41,Goerz,Aerotar,757798,210.04,,,,,,,,,,,,,,,,,,,,
Report_2_2_132838.pdf,1952-07-07,Aero,,74,Bausch and Lomb,Metrogon,AF5577,154.89,223.86,223.83,,,,,,,,,,,,,,,,,,
Report_2_2_132850.pdf,1952-07-17,Park,,43,Goerz,Aerotar,760820,211.83,,,,,,,,,,,,,,,,,,,,
Report_2_2_132851.pdf,1952-07-14,Park,,42,Goerz,Aerotar,757831,210.9,,,,,,,,,,,,,,,,,,,,
Report_2_2_132962.pdf,1952-07-30,Fairchild,K-17B (modified),43-1143,Bausch and Lomb,Metrogon,MS8810,153.69,222.37,222.42,,,,,,,,,,,,,,,,,,
Report_2_2_133802.pdf,1952-10-13,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,223.45,223.09,,,,,,,,,,,,,,,,,,
Report_2_2_134340.pdf,1953-01-13,Fairchild,K-17B (modified),AF43-309,Bausch and Lomb,Metrogon,MF2617R,152.25,221.41,221.79,,,,,,,,,,,,,,,,,,
Report_2_2_135113.pdf,1953-02-18,Aero,,61,Bausch and Lomb,Metrogon,US5004,152.11,221.21,223.21,,,,,,,,,,,,,,,,,,
Report_2_2_135271.pdf,1953-03-17,Smith,,,Bausch and Lomb,Metrogon,XF3707,153.22,222.26,222.42,,,,,,,,,,,,,,,,,,
Report_2_2_135364.pdf,1953-04-03,Fairchild,K-17 (modified),,Bausch and Lomb,Metrogon,MF136,154.26,223.23,223.42,,,,,,,,,,,,,,,,,,
Report_2_2_135415-1.pdf,1953-04-01,Fairchild,K-17 (modified),43-1254,Bausch and Lomb,Metrogon,XF3085,154.76,222.26,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_135415-2.pdf,1953-04-01,Fairchild,K-17 (modified),43-1254,Bausch and Lomb,Metrogon,MF6877,151.97,,,,,,,,,,,,,,,,,,,,
Report_2_2_136127.pdf,1953-05-25,Fairchild,K-3B (modified),36-171,Ross,Wide Angle Xpres,131358,212.11,222.35,221.95,,,,,,,,,,,,,,,,,,
Report_2_2_136156.pdf,1953-06-15,Park,,50,Goerz,Aerotar,774554,210.48,222.87,223.05,,,,,,,,,,,,,,,,,,
Report_2_2_136280.pdf,1953-06-09,Park,,24,Goerz,Aerotar,760840,210.28,223.51,223.23,,,,,,,,,,,,,,,,,,
Report_2_2_136461.pdf,1953-07-10,Fairchild,K-3B (modified),AC39-4,Ross,Wide Angle Xpres,140016,208.12,222.34,222.42,,,,,,,,,,,,,,,,,,
Report_2_2_136614.pdf,1953-07-27,Fairchild,K-17 (modified),46-R1,Bausch and Lomb,Metrogon,MF3896,152.71,222.3,222.4,,,,,,,,,,,,,,,,,,
Report_2_2_136646.pdf,1953-06-19,Park,,43,Goerz,Aerotar,760820,209.93,222.98,223.16,,,,,,,,,,,,,,,,,,
Report_2_2_137462.pdf,1953-10-15,Fairchild,K-17 (modified),,Bausch and Lomb,Metrogon,AF5657,153.59,222.48,222.48,,,,,,,,,,,,,,,,,,
Report_2_2_137537.pdf,1953-11-10,Fairchild,K-17 (modified),44-188820,Bausch and Lomb,Metrogon,MF5266,155.57,222.47,222.46,,,,,,,,,,,,,,,,,,
Report_2_2_138027.pdf,1954-01-07,Fairchild,K-17 (modified),40-1070,Bausch and Lomb,Metrogon,MS8856,155.19,222.55,222.36,,,,,,,,,,,,,,,,,,
Report_2_2_138263.pdf,,Fairchild,K-17 (modified),41-2305,Bausch and Lomb,Metrogon,7250,154.39,222.31,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_138263.pdf,1954-01-19,Fairchild,K-17 (modified),41-2305,Bausch and Lomb,Metrogon,DF7250,154.39,222.31,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_138281.pdf,1954-02-02,Smith,,,Bausch and Lomb,Metrogon,US5019,152.88,222.42,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_138281.pdf,1954-02-02,Smith,,6.47E+021,Bausch and Lomb,Metrogon,US5019,152.88,222.42,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_138301-1.pdf,1954-01-28,Fairchild,K-3B (modified),AC40-581,Ross,Wide Angle Xpres,130007,210.49,,,,,,,,,,,,,,,,,,,,
Report_2_2_138346.pdf,1954-02-19,Fairchild,K-3B (modified),AC40-571,Ross,Wide Angle Xpres,129530,210.31,222.34,222.32,,,,,,,,,,,,,,,,,,
Report_2_2_138380.pdf,1954-03-03,Fairchild,K-17 (modified),41-2540,Bausch and Lomb,Metrogon,MF2563,152.54,222.46,222.27,,,,,,,,,,,,,,,,,,
Report_2_2_138514-1.pdf,1954-02-17,Fairchild,K-3B (modified),AC40-581,Ross,Wide Angle Xpres,130007,210.47,225.53,225.11,,,,,,,,,,,,,,,,,,
Report_2_2_138514-2.pdf,1954-02-10,Fairchild,K-17 (modified),41-225,Bausch and Lomb,Metrogon,DF5225,154.0,225.65,225.37,,,,,,,,,,,,,,,,,,
Report_2_2_138774.pdf,1954-04-16,Fairchild,K-3B (modified),38-328,Ross,Wide Angle Xpres,140017,207.91,222.36,222.28,,,,,,,,,,,,,,,,,,
Report_2_2_138892.pdf,1954-04-06,Fairchild,T-5,41-4136,Bausch and Lomb,Metrogon,UF9447,153.95,299.7,299.75,,,,,,,,,,,,,,,,,,
Report_2_2_138978.pdf,1954-05-20,Park,,53,Bausch and Lomb,Metrogon,DF3643,154.74,223.44,223.17,,,,,,,,,,,,,,,,,,
