ID,cal_file,marker_style,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
AR4CARB10002001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CASW12015001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CAVI10060001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CB3613001001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CB3L09002001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CB3M13001001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CB3P13003001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CB3S09001001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CB8513001001,Report_2_2_174974.pdf,small_flat,1963-02-01,Park,,73,Goerz,Aerotar,791666,209.63,222.72,222.48,,,,,,,,,,,,,,,,,,
AR4CBB92900X001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CBC606008001,Report_2_2_182502.pdf,small_flat,1964-09-30,Aero,,,Bausch and Lomb,Metrogon,RF6777,303.53,222.35,222.47,,,,,,,,,,,,,,,,,,
AR4CBCO0100X001,Report_2_2_151098.pdf,small_flat,1958-01-10,Fairchild,K-17 (modified),K57C25,Goerz,Dagor,787649,304.07,222.34,222.1,,,,,,,,,,,,,,,,,,
AR4CBE925007001,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CBF506005001,Report_2_2_172251.pdf,small_flat,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
AR4CBG608001001,Report_2_2_182502.pdf,small_flat,1964-09-30,Aero,,,Bausch and Lomb,Metrogon,RF6777,303.53,222.35,222.47,,,,,,,,,,,,,,,,,,
AR4CBG92200X032,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CBL506002001,Report_2_2_172251.pdf,small_flat,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
AR4CBLC0100X001,Report_212_13_198076-2.pdf,small_flat,1969-03-21,,,WAC-12-2,American Optical,Metrogon,74,302.81,222.33,222.02,,,,,,,,,,,,,,,,,,
AR4CBLU01002001,Report_2_2_152965.pdf,small_flat,1958-04-30,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.45,222.51,222.18,,,,,,,,,,,,,,,,,,
AR4CBO522001001,Report_2_2_172251.pdf,small_flat,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
AR4CBR604001001,Report_2_2_182502.pdf,small_flat,1964-09-30,Aero,,,Bausch and Lomb,Metrogon,RF6777,303.53,222.35,222.47,,,,,,,,,,,,,,,,,,
AR4CBS515001001,Report_2_2_172251.pdf,small_flat,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
AR4CBS611001001,Report_2_2_182502.pdf,small_flat,1964-09-30,Aero,,,Bausch and Lomb,Metrogon,RF6777,303.53,222.35,222.47,,,,,,,,,,,,,,,,,,
AR4CBSI0700X001,Report_2_2_182502.pdf,small_flat,1964-09-30,Aero,,,Bausch and Lomb,Metrogon,RF6777,303.53,222.35,222.47,,,,,,,,,,,,,,,,,,
AR4CBU60200X203,Report_2_2_174779-1.pdf,small_flat,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
AR4CCA300010001,Report_212_13_198076-1.pdf,wild_all_cross,1969-03-14,Wild Heerbrugg,RC8,925,Wild,Universal Aviogon,UAg414,152.22,219.99,219.99,299.81,299.81,,,,,,,,,,,,,,,,
AR4CCBV21101001,Report_212_12_186001.pdf,zeiss_mid,1965-08-26,Zeiss,RMK 15/23,2116,Zeiss,Pleogon,9825,153,226.02,225.99,,,,,,,,,,,,,,,,,,
AR4CCGYP0010001,Report_212_13_198253.pdf,zeiss_float,1969-04-08,Zeiss,RMK A 15/23,20201,Zeiss,Toparon,98301,209.94,226,226,295.2,295.5,,,,,,,,,,,,,,,,
AR4CCLR00010001,Report_212_13_200644.pdf,zeiss_float,1970-01-21,Zeiss,RMK A 15/23,20209,Zeiss,Toparon,98310,208.19,226.01,226.01,294.85,294.85,,,,,,,,,,,,,,,,
AR4CCMC01001001,Report_2_2_144184.pdf,small_flat,1956-02-03,Fairchild,K-3B (modified),41-602,Goerz,Aerotar,784250,209.95,222.16,222.2,,,,,,,,,,,,,,,,,,
AR4CCR501001001,Report_RT-R_61.pdf,zeiss_fixed,1974-04-08,Zeiss,RMK A 15/23,21218,Zeiss,Pleogon,98182,152.44,225.99,226.007,295.27,295.309,,,,,,,,,,,,,,,,
AR4CCVB00010009,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR4CEDA01001001,Report_RT-R_152.pdf,zeiss_float,1975-02-25,Zeiss,RMK A 15/23,21249,Zeiss,Pleogon A,98211,152.44,225.976,225.983,295.024,295.926,,,,,,,,,,,,,,,,
AR4CHAD00010001,Report_212_13_197849.pdf,zeiss_float,1969-10-13,Zeiss,RMK 15/23,2115,Zeiss,Pleogon,9838,152.74,226.04,226.04,296.23,294.78,,,,,,,,,,,,,,,,
AR4CHAI07036001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHAN04030001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHAS06305001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHBR01001001,Report_2_2_167350.pdf,large_sharp,1961-07-26,Smith,,31-122,Ross,Wide Angle Xpres,140022,208.08,221.91,222.02,,,,,,,,,,,,,,,,,,
AR4CHCK10036001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHCL07336001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHCN07090001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHCR0600X083,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHFN02246001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHHS09OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHLA09084001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHLK07108001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHLN0600X136,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHNG0700X001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHRI04001001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHRT16001001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHSA16036001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHUA03084001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CHUL13030001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CICI0700X115,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CIHS10030001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CIS502001096,Report_2_2_174974.pdf,small_flat,1963-02-01,Park,,73,Goerz,Aerotar,791666,209.63,222.72,222.48,,,,,,,,,,,,,,,,,,
AR4CLC514001001,Report_2_2_172251.pdf,small_flat,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
AR4CLD702009014,Report_RT-R_168.pdf,wild_all_cross,1975-04-17,Wild Heerbrugg,RC8,1056,Wild,Universal Aviogon,UAg433,152.29,219.997,219.98,299.829,299.801,,,,,,,,,,,,,,,,
AR4CLMT07OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CLPA14018001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CLSL0400X044,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CM0301008145,Report_RT-R_290.pdf,zeiss_float,1976-12-20,Zeiss,RMK A 15/23,111694,Zeiss,Pleogon A2,112660,153.365,225.936,225.947,294.065,294.081,-112.959,0.006,112.977,0.014,-0.008,113.006,0.043,-112.941,-103.944,-103.977,103.967,103.983,-103.971,103.959,103.986,-103.977
AR4CM0601001001,Report_OSL_2205.pdf,wild_all_crosshair,1996-05-30,Wild Heerbrugg,RC10,1395,Wild,Universal Aviogon I,UAgI6015,152.946,220.005,220.002,299.812,299.8,-110.006,-0.002,109.999,-0.012,0.005,110.004,-0.005,-109.999,-106.003,-105.997,106.008,105.991,-105.995,105.999,105.991,-105.997
AR4CM1307OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CM7201005147,Report_RT-R_290.pdf,zeiss_float,1976-12-20,Zeiss,RMK A 15/23,111694,Zeiss,Pleogon A2,112660,153.365,225.936,225.947,294.065,294.081,-112.959,0.006,112.977,0.014,-0.008,113.006,0.043,-112.941,-103.944,-103.977,103.967,103.983,-103.971,103.959,103.986,-103.977
AR4CM740100X001,Report_RT-R_290.pdf,zeiss_float,1976-12-20,Zeiss,RMK A 15/23,111694,Zeiss,Pleogon A2,112660,153.365,225.936,225.947,294.065,294.081,-112.959,0.006,112.977,0.014,-0.008,113.006,0.043,-112.941,-103.944,-103.977,103.967,103.983,-103.971,103.959,103.986,-103.977
AR4CM750300X001,Report_RT-R_290.pdf,zeiss_float,1976-12-20,Zeiss,RMK A 15/23,111694,Zeiss,Pleogon A2,112660,153.365,225.936,225.947,294.065,294.081,-112.959,0.006,112.977,0.014,-0.008,113.006,0.043,-112.941,-103.944,-103.977,103.967,103.983,-103.971,103.959,103.986,-103.977
AR4CMOO0100X001,Report_RT-R_290.pdf,zeiss_float,1976-12-20,Zeiss,RMK A 15/23,111694,Zeiss,Pleogon A2,112660,153.365,225.936,225.947,294.065,294.081,-112.959,0.006,112.977,0.014,-0.008,113.006,0.043,-112.941,-103.944,-103.977,103.967,103.983,-103.971,103.959,103.986,-103.977
AR4CO76A100X024,Report_RT-R_307.pdf,zeiss_float,1977-03-15,Zeiss,RMK A 21/23,20209,Zeiss,Toparon,98310,208.191,225.976,225.929,294.845,294.829,-112.996,0.117,112.98,-0.055,0.077,113.004,-0.077,-112.926,-104.413,-104.244,104.063,104.254,-104.258,104.317,104.132,-104.244
AR4CO77B100X001,Report_RT-R_317.pdf,zeiss_fixed,1977-04-20,Zeiss,RMK A 15/23,124251,Zeiss,Pleogon A4,124301,153.034,225.995,225.994,293.997,294.012,-113.004,-0.002,112.991,0.015,-0.017,113.006,0.006,-112.987,-103.932,-103.938,103.936,103.968,-103.965,103.947,103.946,-103.938
AR4CO7801001001,Report_RT-R_307.pdf,zeiss_float,1977-03-15,Zeiss,RMK A 21/23,20209,Zeiss,Toparon,98310,208.191,225.976,225.929,294.845,294.829,-112.996,0.117,112.98,-0.055,0.077,113.004,-0.077,-112.926,-104.413,-104.244,104.063,104.254,-104.258,104.317,104.132,-104.244
AR4COAI16036001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COBA09001001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COCA07OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COCE04084001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COCI07OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COCR07004001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COGL17OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COLC00010060 ,Report_212_12_189048.pdf,midside_notch,1966-06-24,Fairchild,T-11,54-077,Bausch and Lomb,Planigon,XF6745,151.65,237.9,234.96,,,,,,,,,,,,,,,,,,
AR4COLOR0050007 ,Report_212_12_183669.pdf,midside_notch,1965-01-28,Fairchild,KC-1,53-109,Curtis,Planigon,15,152.57,238.02,234.96,,,,,,,,,,,,,,,,,,
AR4COLS00010038 ,Report_212_12_189048.pdf,midside_notch,1966-06-24,Fairchild,T-11,54-077,Bausch and Lomb,Planigon,XF6745,151.65,237.9,234.96,,,,,,,,,,,,,,,,,,
AR4COLT16001001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COMA0700X240,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COQ433001001,Report_2_2_172251.pdf,small_flat,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
AR4COU105015001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COU205015001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COUC0200X004,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4COUN1300X024,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CPA304004001,Report_232_05_205749.pdf,zeiss_float,1972-02-02,Zeiss,RMK A 21/23,115732,Zeiss,Toparon,116223,208.04,226.018,226.002,294.036,294.063,,,,,,,,,,,,,,,,
AR4CPIR01057001,Report_OSL_2432.pdf,zeiss_fixed,1998-04-05,Zeiss,RMK TOP 30,144163,Zeiss,Topar A3,144177,305.051,225.996,225.998,319.607,319.604,-112.992,0.01,113.004,0.015,0.013,113.009,0.006,-112.989,-112.996,-112.98,113.005,113.013,-112.998,113.009,113.001,-112.98
AR4CPNB08OBL001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CPO304001001,Report_232_05_205749.pdf,zeiss_float,1972-02-02,Zeiss,RMK A 21/23,115732,Zeiss,Toparon,116223,208.04,226.018,226.002,294.036,294.063,,,,,,,,,,,,,,,,
AR4CPRM06NTH001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CRAR18001020,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CRCD22001001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CRCK02214001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CRDV07084001,Report_OSL_1521.pdf,wild_mid_crosshair,1990-03-30,Wild Heerbrugg,RC8,485,Wild,Universal Aviogon,UAg263,151.815,220.004,219.992,299.814,299.816,-109.999,0.006,110.005,0.001,-0.004,110.001,-0.006,-109.991,-105.994,-105.99,106.009,106.008,-106.002,106.01,106.001,-105.99
AR4CRR501001001,Report_2_2_174974.pdf,small_flat,1963-02-01,Park,,73,Goerz,Aerotar,791666,209.63,222.72,222.48,,,,,,,,,,,,,,,,,,
AR4CS7600010024,Report_RT-R_61.pdf,zeiss_fixed,1974-04-08,Zeiss,RMK A 15/23,21218,Zeiss,Pleogon,98182,152.44,225.99,226.007,295.27,295.309,,,,,,,,,,,,,,,,
AR4CSU304002001,Report_232_05_205749.pdf,zeiss_float,1972-02-02,Zeiss,RMK A 21/23,115732,Zeiss,Toparon,116223,208.04,226.018,226.002,294.036,294.063,,,,,,,,,,,,,,,,
